Comparing files film.yuv and FILMDEC.YUV
004DEA76: 81 82
004DEAF7: 83 82
004DEC70: 83 82
004DF07F: 83 82
004DF7D3: 84 83
004DFEAC: 83 84
004DFFAC: 83 84
004E0E03: 49 48
004E14C3: 38 39
004E388F: 78 77
004E502F: 34 35
004E64CB: 42 41
004E6920: 30 31
004E704A: 33 32
004E7819: 31 30
004E8090: 32 33
004E94BB: 37 36
004EA87A: 30 2F
004EC0DE: 2D 2E
004EC73A: 2F 2E
004EC90F: 33 32
004EF1F3: 2F 30
004EF736: 38 37
004EF99A: 32 33
004F007F: 94 93
004F0153: 8F 90
004F042F: 92 93
004F05CC: 91 90
004F0702: 8F 8E
004F0707: 91 90
004F0E23: 92 93
004F0F40: 91 92
004F0F9F: 92 91
004F0FA3: 93 92
004F0FDB: 91 90
004F0FFF: 8F 90
004F101F: 93 94
004F1040: 91 90
004F141F: 94 95
004F1AAB: 93 92
004F1C40: 92 91
004F1DCE: 90 8F
004F1FBF: 91 92
004F206F: 92 91
004F207B: 8F 8E
004F23DB: 90 8F
004F27FF: 91 90
004F29B0: 94 95
004F2CCE: 90 91
004F2CD4: 91 92
004F381F: 95 94
004F3CF8: 94 93
004F433C: 94 93
004F4360: 93 94
004F439A: 92 91
004F449B: 92 93
004F478B: 92 91
004F4B0C: 93 94
004F4D8B: 93 92
004F4F4F: 93 92
004F4F83: 92 91
004F5023: 95 94
004F50AB: 93 92
004F5370: 94 93
004F54A7: 93 94
004F564D: 93 92
004F57E3: 94 93
004F5810: 95 94
004F5820: 94 93
004F5A2B: 94 93
004F5B4F: 95 94
004F5BB3: 94 93
004F5F9F: 91 92
004F5FC4: 94 95
004F6249: 95 94
004F6407: 94 93
004F67F3: 96 95
004F68CB: 95 94
004F68D3: 96 95
004F6B15: 94 95
004F6F0B: 95 94
004F73B8: 94 95
004F73BF: 94 95
004F7BB0: 94 95
004F7FCF: 95 94
004F7FD3: 96 95
004F869C: 94 95
004F8713: 96 95
004F88CF: 95 94
004F8EA8: 94 95
004F8FA7: 94 93
004F9083: 93 94
004F90D3: 95 94
004F9102: 94 95
004F9B0B: 95 94
004F9F8B: 94 93
004F9FCB: 92 93
004FA1C4: 92 91
004FA3B3: 94 93
004FA5FA: 94 95
004FA826: 95 96
004FA956: 92 93
004FABBE: 92 93
004FABC4: 92 93
004FABE3: 95 94
004FACC4: 93 94
004FACCC: 94 95
004FADBD: 92 93
004FAF00: 97 96
004FAF7B: 93 92
004FAF83: 94 93
004FB3B2: 95 94
004FB3C3: 94 93
004FB3E3: 96 95
004FB4B3: 94 95
004FB4B4: 93 94
004FBF00: 98 97
004FC0F0: 96 95
004FC1A4: 93 94
004FCF30: 97 96
004FCF37: 97 96
004FCF50: 96 95
004FD737: 98 97
004FD748: 98 97
004FDB5A: 97 96
004FDF60: 97 96
004FFF10: 9A 99
004FFF43: 9A 99
0050055A: 82 81
00500AC1: 84 83
00500DBB: 84 83
00500F80: 81 82
0050108F: 82 81
0050109F: 83 82
005012CD: 84 83
005013CE: 84 83
00501C93: 81 80
00501F30: 81 80
005021E9: 83 82
00502296: 82 81
005022AD: 83 82
00502402: 83 82
005026F2: 84 83
00502B52: 81 80
00502FB0: 81 82
005031D9: 84 83
00503306: 82 81
005036A6: 81 80
00504202: 84 85
00504743: 82 81
00504868: 82 81
00504B90: 80 7F
00504FAF: 81 80
005051F0: 82 81
0050533B: 83 82
0050544B: 84 83
00505497: 82 81
00505723: 84 83
00505840: 83 82
00505DAC: 84 83
00505FA4: 84 83
005061A4: 84 83
0050637F: 83 82
005063E3: 82 83
00506602: 86 85
005067E0: 84 83
00506915: 84 85
00506A45: 82 83
00506B7B: 84 83
00506F70: 84 83
00506F8F: 84 83
00506FD3: 85 84
00507515: 87 86
00507AD0: 86 87
00507BC3: 87 86
00507EC6: 89 88
00507F10: 87 86
00507FDF: 87 86
005083C3: 88 87
005084B0: 88 89
0050868F: 88 87
005087E1: 89 88
00508D8F: 89 88
00508F04: 89 88
00508F30: 88 87
00508F7F: 88 87
00509743: 89 88
0050979F: 88 87
005097A3: 89 88
005099B1: 8A 89
005099CC: 8A 89
00509B73: 89 88
00509F30: 89 88
0050A0C7: 8A 89
0050A308: 8B 8A
0050A39B: 89 88
0050A5FA: 8A 8B
0050A956: 87 88
0050AB0C: 8C 8B
0050ABBE: 8A 8B
0050AC21: 8B 8C
0050AFD0: 8B 8A
0050B35B: 8B 8A
0050B360: 8B 8A
0050B5FF: 8D 8C
0050B72B: 8C 8B
0050B8AC: 8B 8C
0050BB93: 8B 8A
0050BCA2: 8B 8C
0050C1A4: 8B 8C
0050C2A1: 8B 8C
0050C913: 8C 8D
0050D42B: 8F 90
0050DB18: 91 90
0050DC53: 8F 90
0050E350: 91 90
0050E87F: 90 91
0050EB40: 93 92
0050EBFB: 90 8F
0050EC30: 93 94
0050EF90: 91 90
0050EFBF: 90 8F
0050EFD0: 90 8F
0050EFDF: 90 8F
0050F614: 96 97
0050F97B: 93 92
0050FB4B: 95 96
0050FBF7: 92 91
0050FC10: 99 9A
0050FC4B: 96 97
0050FC53: 95 96
0050FF0F: 9A 99
0050FFB0: 93 92
00513812: 26 27
00514238: 45 46
00516FCA: 4F 4E
0051756C: 4F 4E
00517776: 4E 4F
00518E0B: 29 2A
00518E0C: 28 27
00519CF0: 3A 3B
00519FB6: 56 55
0051A81B: 27 28
0051AF2D: 28 29
0051AF3C: 29 28
0051B3CD: 2A 29
0051D747: 3E 3F
0051DF00: 48 49
0051EF5E: 62 61
00520720: 9A 99
00520CDF: 99 9A
00520F30: 9B 9A
005218D3: 9A 99
00521C38: 9A 9B
0052200F: 9A 99
00522C0C: 97 96
00522C2F: 99 98
00522FC3: 9A 99
00523120: 96 97
00525070: 99 98
0052565B: 99 98
00525660: 99 98
00526DFE: 9A 99
00527073: 96 95
00527F47: 96 95
00527F83: 96 97
00527F84: 97 98
0052889F: 97 96
00528C7F: 95 94
00529A93: 95 94
00529A98: 95 94
00529F70: 96 95
00529FD7: 95 96
0052A77F: 95 96
0052A7CF: 97 96
0052ACA6: 94 93
0052AF1A: 95 94
0052AF5F: 96 95
0052AF7B: 94 95
0052AFC4: 95 96
0052B116: 95 96
0052B25F: 96 95
0052B33A: 96 95
0052B78F: 94 93
0052B7A4: 94 93
0052B81A: 95 94
0052B823: 94 93
0052BD4B: 96 95
0052BF67: 94 95
0052CEAB: 94 95
0052D073: 96 97
0052DC2F: 97 98
0052DE88: A3 A2
0052DF2F: 97 98
0052E244: 96 97
0052E303: 99 98
0052E308: 99 98
0052E685: A3 A4
0052ECBD: AF AE
0052EF6A: AD AE
0052F3A7: AB AA
0052F7ED: A2 A3
0052FA1E: A4 A3
0052FB7D: A7 A6
005303C8: 93 92
005304AB: 94 95
0053086F: 97 98
00530A7F: 97 98
00530CA0: 96 97
00531384: 99 98
005314E3: 96 97
005314FB: 97 98
005315D8: 98 97
0053182F: 9B 9C
00531B07: 9D 9C
00531B30: 9C 9B
00531C38: 9B 9C
00531F00: 9E 9D
00531FBF: 9A 99
00532317: 9E 9D
0053286F: 9D 9E
00532B3F: 9E 9F
00532C3F: 9F A0
00532CBF: 9C 9D
00532CCF: 9C 9D
00532FF0: 9C 9B
00533B3C: A3 A2
00534941: A2 A3
00534C4F: A3 A4
00534D32: 8E 8F
005360F0: A0 9F
005374BA: 9F 9E
005377AF: A0 A1
005378E0: 9F 9E
00537967: 7A 7B
00537EE0: 9E 9D
00537FDF: 9E 9F
005387BF: 9E 9F
00538823: 7D 7C
00538853: 7D 7C
00538D70: 7D 7E
005390BC: 9D 9C
0053916F: 7B 7C
00539698: 9D 9C
00539A87: 9E 9D
00539BFF: A6 A7
0053A7D4: 7C 7B
0053A8CF: 7C 7D
0053A9C3: 7C 7B
0053ACE3: AA A9
0053B420: 7D 7E
0053B8CE: 7D 7C
0053BA6B: 7C 7B
0053BA98: 7D 7C
0053BFAF: 7B 7C
0053BFBF: 7D 7E
0053C79F: 7C 7B
0053CB83: 7C 7B
0053CED0: 89 8A
0053CF7B: 7B 7A
0053D1AE: 78 79
0053D776: 7C 7B
0053D7A2: 7C 7D
0053D7AB: 85 86
0053D820: 7F 7E
0053DA0B: 7F 7E
0053DEAF: 90 8F
0053DF5F: 7C 7D
0053DFAC: 91 92
0053E0F4: 7D 7E
0053E347: 7C 7D
0053E820: 7C 7B
0053EB00: 7A 7B
0053EBB7: 97 98
0053EE75: 8F 90
0053EF4F: 7B 7C
0053F084: 8C 8B
0053F87C: 8F 90
0053FF64: 82 83
005419A8: 8D 8C
0054213C: 89 8A
00542EA7: 78 79
005430FA: 70 6F
005440AB: 5D 5E
005441B2: 5D 5C
00545030: 41 42
00546743: 35 36
0054B5F8: 37 38
0054B7C6: 39 38
0054BAC4: 36 37
0054BF2B: 32 33
0054EF97: 3D 3E
00550404: A5 A6
00550495: A4 A3
00550792: A0 A1
00550CA1: 9F A0
00551091: 9A 9B
0055166B: A9 A8
005519D7: A9 A8
00551B06: A5 A6
00551B1B: AA A9
00551F63: A9 A8
00551F7F: AA AB
00551FDB: AB AA
0055200F: A9 AA
00552337: AB AA
005527EF: AF AE
00552B9B: AF AE
00552BB7: AF B0
00552C6F: B1 B2
00552CB7: B0 B1
00552F52: AE AD
00553603: AB AA
00553623: AB AA
005538EF: AD AC
00553AEF: AC AB
00553B7F: B0 B1
00553B90: B0 B1
00553F8B: AF B0
00554069: AA A9
005547A3: AA A9
005548F6: A9 A8
0055499F: A6 A5
0055557F: 9E 9F
0055565A: 9F 9E
0055588F: 9E 9D
00555A23: 9E 9D
00555AA7: 9C 9B
00555C23: 9D 9C
00555C8F: 9D 9C
00555C96: 9D 9C
00555E2B: 9D 9C
00556407: 9C 9B
00556850: 9B 9A
00556860: 9A 99
00556CE7: AE AF
00557050: 9A 99
005577E8: B1 B2
00557800: 9A 99
005583A8: 9B 9A
00558783: 9B 9A
0055966B: 99 98
0055987F: 9A 99
0055A08F: 9B 9A
0055A0F7: A4 A3
0055AF06: 98 97
0055AF0A: 97 96
0055BF23: 98 99
0055BF47: 96 97
0055BFB0: 9B 9A
0055C323: 98 97
0055CA06: C6 C7
0055CF73: 9A 99
0055CF8B: 9C 9B
0055D7EB: 9C 9B
0055E15F: 8F 90
0055EBFF: 9D 9C
0055EFAF: 9C 9B
0055F133: 8E 8F
0055F3E3: 9D 9C
0055F760: 8E 8F
0055FBF3: 9F 9E
00560089: 75 76
00560B7B: 7B 7A
00560DF2: 7D 7C
00560ED6: 6E 6F
00561129: 74 73
0056112E: 72 73
00561135: 73 72
00561443: 73 72
005614BB: 73 74
0056197C: 70 6F
005625EB: 77 76
00562806: 7D 7C
00562917: 7C 7B
00562933: 7B 7A
005629C7: 76 77
005629FB: 79 78
00562BB8: 79 7A
00562D33: 7E 7D
00562E4B: 80 81
00563277: 86 87
00563360: 85 86
0056352B: 84 83
00563532: 84 85
00563B63: 88 87
00563CC8: 8C 8B
00563DE7: 83 82
00563DFC: 83 82
00563E90: 89 8A
00563F0B: 89 8A
0056416B: 8A 89
00564177: 8C 8B
005641A3: 8A 89
00564757: 8C 8B
0056485F: 8C 8D
005648A7: 8B 8A
005649C0: 8C 8D
005651C6: 8C 8B
005654AE: 8A 8B
005656AF: 8A 89
00566033: 8E 8D
00566600: 8F 8E
005666B6: 88 87
0056678F: 8A 8B
00566860: 8C 8B
00566F7F: 8A 8B
00567040: 8C 8B
00567664: 89 88
00567793: 8A 89
00567820: 8C 8B
00567B93: 8B 8A
00567DA4: 8E 8F
00567F8B: 8B 8A
00567FE8: 95 96
0056819B: 8F 8E
00568F8B: 92 91
005696A8: 91 90
00569F9F: 91 92
0056A4A4: 8F 8E
0056A8A4: 8E 8D
0056A8E0: 8C 8B
0056A8F7: 8C 8B
0056B0B0: 8D 8C
0056B43A: 86 85
0056B8E0: 8B 8A
0056C827: 8D 8E
0056CAE3: 88 87
0056CD27: 9E 9F
0056CE16: 9D 9E
0056CF70: 8F 8E
0056D080: 8D 8C
0056D6A8: 8C 8B
0056D6C8: 89 88
0056D75E: 84 85
0056DC06: 8E 8D
0056DF2C: 85 86
0056E833: 7E 7D
0056E950: 7C 7D
0056ECB4: 88 87
0056F0AC: 89 88
0056F0C0: 87 86
0056FA4E: 7D 7C
0058032F: 8F 90
0058061C: 8E 8F
00580C3F: 89 8A
00580F76: 95 96
00581410: 8A 8B
0058178F: 9D 9C
00581BDB: A0 9F
00582F7B: A0 9F
005834B4: 9E 9D
005834D3: 9E 9D
00590749: 7D 7C
0059089C: 88 87
00590D6F: 85 86
00591179: 85 86
0059130B: 7E 7D
00591781: 87 88
00591A3B: 7F 80
00591B2F: 7F 7E
00591F77: 8E 8D
00592206: 80 7F
00592E05: 83 82
00592E1C: 7E 7F
00592E3C: 7F 80
0059305C: 81 82
00593162: 81 82
005932A0: 85 86
005934C0: 85 86
005935D0: 86 85
005935FF: 85 84
005A30C9: 1C 1D
005A49E0: 1F 1E
005A9FBA: 20 1F
005AB698: 21 20
005AFCC0: 20 1F
005B0185: 8E 8F
005B02E7: 8F 8E
005B03E8: 8E 8F
005B0C8F: 8E 8F
005B1D4E: 8F 90
005B2300: 93 92
005B23EE: 8B 8C
005B23FB: 8F 8E
005B25EC: 8C 8D
005B27FB: 8F 90
005B2BFB: 90 8F
005B2FE4: 8F 8E
005B33E8: 8F 8E
005B3F00: 93 92
005B3F4F: 91 92
005B49B7: 8F 90
005B4CB1: 8E 8F
005B4EA0: 90 91
005B5060: 91 90
005B5067: 91 90
005B57E3: 91 90
005B5F73: 91 90
005B6418: 92 91
005B6840: 91 90
005B6B4A: 8E 8F
005B6C57: 8E 8F
005B8019: 8F 90
005B861E: 8E 8F
005B8C7F: 8F 8E
005B8FAB: 8F 8E
005B9070: 8F 8E
005B9483: 8E 8D
005B957C: 8C 8D
005B9B76: 8F 8E
005B9F7C: 8E 8D
005BB380: 8E 8F
005BB683: 8E 8F
005BB69B: 91 90
005BB794: 90 91
005BBE20: 8E 8F
005BBF8B: 8F 8E
005BBF9F: 90 8F
005BC06C: 8F 8E
005BC57C: 8C 8D
005BC760: 8F 8E
005BC783: 8E 8D
005BCA94: 8E 8D
005BCAA7: 8F 8E
005BCB1F: 8B 8C
005BCC2B: 8E 8D
005BD03F: 8F 8E
005BD0AF: 8F 8E
005BDB23: 8F 8E
005BE259: 8D 8E
005BEEA2: 8B 8C
005BF713: 91 90
005BF851: 8D 8E
005BFC36: 8E 8F
005C089C: 84 85
005C1D4E: 82 83
005C3763: 84 83
005C3B58: 84 83
005C3C10: 81 82
005C3D16: 81 82
005C41AE: 83 84
005C4743: 83 82
005C4873: 84 83
005C49B7: 83 84
005C4F0F: 82 81
005C4F20: 82 81
005C67A3: 85 84
005C744F: 83 84
005C7F07: 83 82
005C88AC: 87 86
005C8BA0: 85 86
005C8DA2: 83 84
005C8F5B: 85 84
005C91AB: 85 84
005C957C: 83 84
005CA070: 85 84
005CA8B3: 87 86
005CB38F: 85 86
005CCA20: 85 84
005CE7A4: 83 84
005CEEA2: 83 84
005CF851: 83 84
005CFA32: 82 83
005CFC36: 81 82
005CFC56: 83 82
005CFE31: 82 83
005CFF63: 84 83
005D154F: 2B 2A
005D1713: 2C 2B
005D4692: 2E 2D
005D861C: 3C 3D
005D8B22: 3D 3E
005D8C22: 3C 3B
005DA759: 3C 3B
005DA841: 36 37
005DB183: 3F 40
005DB413: 2E 2D
005DBBB1: 3D 3E
005DCFF9: 38 39
005DD2E0: 3C 3D
005DFBD2: 37 38
005E005F: 8F 8E
005E0357: 8E 8D
005E0B4E: 8D 8E
005E0B57: 8F 8E
005E131A: 8F 90
005E17D7: 8E 8D
005E1E2C: 8F 8E
005E20DB: 8F 8E
005E20E0: 8F 8E
005E237B: 8D 8C
005E275F: 8F 8E
005E2776: 8E 8D
005E286B: 90 91
005E2B00: 93 92
005E2B17: 92 91
005E2F13: 92 91
005E374F: 8F 90
005E3B60: 90 8F
005E3C53: 8F 90
005E3E68: 8F 8E
005E4266: 8F 90
005E42BA: 8F 90
005E4353: 92 91
005E45C9: 8D 8E
005E46B8: 8E 8F
005E46BC: 8F 8E
005E46C7: 8C 8D
005E474F: 92 91
005E4B37: 93 92
005E4B5C: 93 92
005E5483: 90 91
005E599B: 8E 8D
005E5B0F: 95 96
005E5BE8: 90 91
005E60E3: 90 91
005E61AB: 8E 8F
005E6B03: 96 95
005E6B80: 92 91
005E6BAA: 90 8F
005E6BBA: 90 8F
005E6ED0: 90 91
005E6F90: 92 91
005E6FC7: 91 90
005E715D: 91 92
005E726C: 93 94
005E74BF: 91 92
005E770F: 95 96
005E7716: 97 96
005E7B73: 94 93
005E7B90: 93 92
005E7BAF: 93 92
005E83A0: 93 94
005E83CF: 91 90
005E8413: 95 94
005E85EF: 94 93
005E94D0: 92 93
005E96EC: 92 91
005E985B: 96 97
005E9B53: 96 95
005E9BDE: 94 93
005E9F5F: 97 98
005E9FB0: 95 94
005EA09C: 96 95
005EABA4: 95 94
005EAEED: 94 95
005EAF4F: 97 96
005EB22C: 95 96
005EB52C: 95 96
005EB813: 96 95
005EB952: 95 96
005EBDCD: 94 95
005EBF97: 95 96
005EC30B: 96 95
005EC46A: 96 95
005EC7BB: 96 97
005EC8A0: 97 96
005ECA6B: 95 96
005ED0F3: 96 97
005ED558: 95 96
005EDE5E: 94 95
005EDF7F: 96 97
005EE391: 96 97
005EE3F6: 97 96
005EE703: 97 96
005EE965: 95 96
005EEB76: 93 92
005EEC47: 94 95
005EECAE: 95 96
005EEECB: 95 96
005EF0B3: 96 95
005EF0BB: 97 96
005EF3D0: 98 97
005EF4A4: 95 96
005EF564: 95 96
005EF56B: 93 94
005EF77F: 96 95
005EFB0B: 99 98
005EFC31: 95 96
005EFF73: 96 95
005F1A5E: 81 82
005F1D7A: 83 82
005F27F3: 85 84
005F30F3: 85 84
005F38F7: 85 84
005F3E06: 84 83
005F45C9: 82 83
005F46B8: 81 82
005F46C7: 83 84
005F4733: 84 83
005F4734: 84 83
005F483F: 83 82
005F4A77: 81 82
005F4B44: 82 81
005F4B4B: 82 81
005F4E76: 83 82
005F4FFF: 85 84
005F5344: 84 83
005F5767: 83 82
005F57A6: 82 83
005F58A0: 83 82
005F58A8: 84 83
005F5BEE: 84 85
005F5CA7: 82 83
005F6190: 85 84
005F61AD: 85 84
005F6BFE: 87 88
005F726C: 84 85
005F7300: 85 84
005F73E3: 85 84
005F73F3: 88 87
005F747C: 86 85
005F7666: 86 85
005F76CB: 86 85
005F77DF: 85 84
005F78EF: 87 86
005F7937: 86 85
005F7B00: 86 85
005F7FDF: 86 85
005F7FE3: 87 86
005F8330: 87 86
005F87C3: 86 85
005F8997: 86 85
005F8EE1: 87 88
005F8EFD: 88 89
005F8F60: 87 86
005F902B: 89 8A
005F9730: 89 88
005F977B: 86 85
005F97C3: 88 87
005F9938: 89 88
005F9B13: 8A 89
005F9BAB: 87 86
005F9BBB: 88 87
005FA313: 8B 8A
005FA343: 8A 89
005FA370: 88 87
005FA3AB: 88 87
005FA5AB: 89 88
005FA637: 8B 8A
005FA644: 8A 8B
005FA71F: 8B 8A
005FA728: 8B 8A
005FA74F: 8A 8B
005FA75F: 8B 8A
005FA7B6: 8A 89
005FAE0F: 8B 8A
005FAEED: 8A 8B
005FAF10: 8B 8C
005FAF33: 8C 8B
005FB1F8: 8B 8C
005FB22C: 8B 8C
005FB26F: 89 88
005FB33B: 8D 8C
005FB340: 8D 8C
005FB3B3: 8A 89
005FB470: 89 8A
005FB50C: 8D 8C
005FB52C: 8B 8C
005FB85F: 8A 89
005FBA01: 8C 8D
005FBAEE: 8D 8C
005FBBB3: 8B 8A
005FBBBB: 8C 8B
005FBE58: 8B 8C
005FBF70: 8C 8B
005FC22C: 8C 8D
005FC71F: 8E 8D
005FC724: 8E 8D
005FCA6B: 8C 8D
005FCBB3: 8D 8C
005FCC6F: 8D 8E
005FCEF2: 8E 8D
005FCFB3: 8E 8D
005FD320: 8E 8F
005FD3A7: 8E 8D
005FD763: 8E 8D
005FD7E3: 8F 8E
005FDBA7: 8F 8E
005FDBEE: 91 90
005FDE31: 8C 8D
005FE33B: 8F 8E
005FE351: 8E 8F
005FE383: 8F 8E
005FE391: 8D 8E
005FE39B: 8F 8E
005FE3E3: 90 8F
005FE3EB: 91 90
005FE457: 8F 8E
005FE75F: 8E 8D
005FE965: 8E 8F
005FEB03: 91 90
005FEBC7: 91 90
005FEC0F: 90 91
005FEF5F: 8F 8E
005FEF63: 90 8F
005FEFC3: 91 90
005FF4A4: 90 91
005FF7AA: 92 91
005FF9C0: 91 92
005FFBCB: 92 91
005FFC31: 90 91
005FFEB9: 91 92
005FFF28: 91 90
006003B0: 37 38
00602C7F: 63 62
006038B3: 28 27
0060797B: 1E 1F
006088B9: 26 27
00609D54: 29 28
0060B7BA: 54 53
0060B82C: 2D 2C
0060DD5B: 45 46
0060E04E: 4B 4C
0060E107: 47 46
0060EE95: 5C 5B
0060FA17: 7C 7B
0061076B: 96 95
00610773: 97 96
006107FB: 9A 99
00610BFB: 9B 9A
00610F7B: 97 96
00610F83: 98 97
006113F7: 9C 9B
006117C3: 98 99
0061258B: C8 C7
0061274F: 98 97
00612CFB: 9C 9B
00612FCB: 95 94
00613B42: 9A 9B
00613B4F: 9B 9A
00613F28: 9B 9A
00614790: CE CF
00614F0B: 9B 9A
00615522: C9 CA
0061600E: 9A 99
00617F9F: 96 95
00618DDF: 98 97
00619E22: CC CD
00619E6F: A3 A4
00619F61: B8 B9
0061A7B7: 96 95
0061B6B0: B1 B2
0061B8C4: 95 96
0061B9A8: A5 A6
0061BC03: C4 C5
0061BFEF: 97 96
0061C05C: 97 96
0061CBC0: 98 97
0061D15C: 98 99
0061E043: 99 98
0061E3B3: 9A 99
0061EE07: 9C 9D
0061F068: AD AC
0061FF87: 9F 9E
00620168: 91 90
006204C0: 93 94
006206AB: 91 92
00620FC3: 95 94
0062131A: 95 94
00621C6F: 95 96
00621F74: 96 95
00621F82: 97 96
0062231C: 99 98
00622461: 99 98
00622B10: 9B 9A
00622F5F: 9A 99
00622F6F: 9A 99
006230D0: 7C 7D
006230D7: 7C 7D
0062331A: 9B 9A
00623400: 9D 9E
0062374F: 9B 9A
00623B33: 9B 9C
00623B5C: A7 A8
00624162: C4 C3
00624404: 9F A0
00625B20: B4 B5
00626472: 7C 7D
00626707: A0 9F
00626B0B: A8 A7
00626D80: A6 A7
00627E7C: 98 97
00627F3C: 87 86
00628029: 84 85
00628548: B6 B7
006290B0: 7C 7B
00629610: 82 81
00629FAF: 7B 7C
0062A1AD: 7C 7B
0062AF9F: 7A 7B
0062B121: 9A 99
0062C028: 7C 7B
0062C1BF: 7D 7E
0062C649: 97 98
0062C8D0: 7C 7B
0062C91C: 7B 7C
0062D788: 9B 9A
0062D909: 7B 7C
0062DC53: 7A 79
0062DD8C: 89 88
0062DF09: 7C 7B
0062E17B: 97 98
0062E26C: 95 96
0062F07E: 74 73
0062F8E1: 76 75
0062FC0F: 8B 8C
0063179A: 7B 7C
006317C2: 7C 7D
00631CF1: 76 75
00632FD5: 6B 6A
006333CD: 66 67
00633869: 67 68
0063550F: 41 40
00635B7D: 37 38
00635C57: 39 38
00635F04: 38 39
006380C5: 32 33
0063882F: 39 38
00638920: 37 36
0063B8B9: 31 32
0063D024: 3C 3D
0063F87D: 40 41
00640338: AF AE
00640595: AF B0
00640678: A7 A8
00640714: AA A9
0064074E: A8 A9
006407D7: 9F 9E
006407FC: 9E 9F
006408AC: A8 A9
00640B77: AB AA
00641F8B: B2 B1
00642104: B0 AF
0064234F: B1 B2
0064244F: B2 B3
0064279C: B2 B3
006429A0: B2 B3
00642C9F: B1 B0
00642F03: B0 AF
00642F40: B2 B3
0064341F: AE AD
006436AF: B0 AF
00643782: B4 B3
006437B0: AF B0
0064451F: A8 A9
006446A5: AD AE
00644DAA: A8 A7
00645485: A7 A6
00645623: A2 A1
00645A7B: A3 A2
00645CE7: A3 A2
006468E3: A0 9F
0064722D: A1 A0
0064763E: A1 A0
006478AB: A1 A0
00647CAB: A0 9F
00647CBF: A0 9F
00647FF3: A0 9F
006484BF: 9F 9E
00648527: AC AB
00648902: A8 A7
006490BF: 9E 9D
006490D0: 9E 9D
00649937: A6 A7
0064A82B: 9D 9C
0064AA47: AB AA
0064AF38: 9D 9C
0064AF74: A2 A3
0064B764: A7 A8
0064C38B: A9 AA
0064C411: 9D 9C
0064CE79: A1 A2
0064CF0F: 9D 9E
0064CF43: 9A 9B
0064D29E: AD AC
0064D366: B3 B2
0064D76C: AD AC
0064DBCF: 9E 9F
0064DBFB: 9E 9D
0064DCCF: 9F A0
0064DFBB: 9F 9E
0064E330: 9F 9E
0064E453: A2 A1
0064E7F3: 9F 9E
0064EB4B: A0 9F
0064EBEB: 9F 9E
0064EF1B: A1 A0
0064EF30: A0 9F
0064F3E3: 9F 9E
0064F7D4: A0 9F
0064F7D8: 9F 9E
0064F7DC: 9E 9F
0064F9A9: A3 A2
0064FFD0: A2 A1
00650262: 79 7A
0065058D: 8B 8C
00650824: 88 89
00651527: 73 72
00651547: 77 76
0065162F: 76 75
0065171A: 71 72
00651C00: 74 75
00651FCF: 76 77
0065239B: 7A 79
006523BF: 79 7A
006523C5: 78 79
006523F7: 77 76
006527D4: 78 77
0065289B: 7A 79
006528BC: 7D 7E
00652ADF: 78 79
00652B43: 7C 7B
00652B88: 78 77
00652D03: 7D 7C
00652FBC: 7D 7E
0065330C: 7F 7E
00653586: 7E 7D
0065372E: 7F 7E
006537E2: 7D 7C
00653CDF: 7F 80
00653E86: 86 85
0065431F: 85 84
006544DB: 81 82
006548DF: 82 83
00654C7B: 8A 89
0065507F: 8A 89
006550FF: 83 84
00655308: 90 8F
006560FF: 84 83
00656535: 8C 8B
006566AC: 89 88
00656703: 8F 90
006567DF: 83 84
00656CEB: 82 81
00656F10: 8D 8C
00657043: 8A 8B
00657052: 89 8A
00657370: 86 85
006577DF: 80 81
00657BAC: 82 83
00658430: 8F 8E
00659890: 7E 7D
00659D42: 8F 8E
00659F2C: 89 8A
0065A0A0: 7D 7C
0065A119: 82 83
0065A677: 86 85
0065A86B: 83 82
0065B0A0: 7C 7B
0065B62B: 82 81
0065B714: 8A 8B
0065B7DF: 7A 7B
0065BCB0: 7B 7A
0065BF8B: 85 86
0065C515: 89 8A
0065C778: 7E 7D
0065CF54: 89 8A
0065D39E: 88 87
0065D6AC: 79 7A
0065DFFB: 78 77
0065E03F: 82 83
0065EE99: 81 82
0065F030: 84 83
0065F0B0: 79 78
0065F0C4: 78 77
0065F7CF: 78 77
0065F7E7: 79 78
0065FBAC: 7A 79
0065FBEB: 7B 7A
00660510: 3D 3E
00663348: 43 44
0067004C: A1 A2
006703E3: A2 A1
0067049A: B2 B1
00670583: A4 A5
00671B0B: A1 A0
006731AF: A3 A4
006733EF: A3 A4
006734EF: A2 A3
00680595: 85 84
006807E3: 7C 7B
00680858: 82 81
00680860: 81 80
00681096: 7F 80
0068338F: 7F 80
0068340F: 84 85
0068348F: 80 81
00683568: 82 81
00698200: 1F 1E
00699B4D: 1D 1E
0069B870: 20 1F
0069EF67: 21 22
006A012B: 8C 8D
006A023C: 8B 8C
006A043F: 8B 8C
006A062A: 8C 8D
006A063B: 8B 8C
006A0743: 8D 8C
006A0B3B: 8D 8C
006A0E1B: 8D 8E
006A0E1C: 8D 8E
006A2F30: 8F 8E
006A3659: 8E 8F
006A3743: 90 8F
006A400E: 8D 8E
006A4023: 90 8F
006A4043: 90 8F
006A4F20: 8E 8F
006A5915: 8F 8E
006A5A78: 8E 8D
006A637E: 8C 8D
006A6B27: 91 90
006A6F48: 90 8F
006A6F5F: 90 8F
006A8F78: 90 8F
006A9625: 8F 90
006AA018: 90 8F
